Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"D7","LED","LED_0805_2012Metric",120.392700,-115.557400,0.000000,top
"D7","LED","LED_0805_2012Metric",178.795900,-185.370600,0.000000,top
"D7","LED","LED_0805_2012Metric",176.607300,-204.695400,180.000000,top
"D7","LED","LED_0805_2012Metric",118.204100,-65.069000,180.000000,top
"D7","LED","LED_0805_2012Metric",178.795900,-115.557400,0.000000,top
"D7","LED","LED_0805_2012Metric",120.392700,-185.370600,0.000000,top
"D7","LED","LED_0805_2012Metric",118.204100,-134.882200,180.000000,top
"D8","LED","LED_0805_2012Metric",140.892700,-202.620600,180.000000,top
"D8","LED","LED_0805_2012Metric",156.107300,-117.632200,0.000000,top
"D8","LED","LED_0805_2012Metric",140.892700,-62.994200,180.000000,top
"D8","LED","LED_0805_2012Metric",199.295900,-202.620600,180.000000,top
"D8","LED","LED_0805_2012Metric",140.892700,-132.807400,180.000000,top
"D8","LED","LED_0805_2012Metric",156.107300,-187.445400,0.000000,top
"D8","LED","LED_0805_2012Metric",97.704100,-187.445400,0.000000,top
"D8","LED","LED_0805_2012Metric",97.704100,-117.632200,0.000000,top
"D8","LED","LED_0805_2012Metric",199.295900,-62.994200,180.000000,top
"D8","LED","LED_0805_2012Metric",156.107300,-47.819000,0.000000,top
"D8","LED","LED_0805_2012Metric",97.704100,-47.819000,0.000000,top
"D8","LED","LED_0805_2012Metric",199.295900,-132.807400,180.000000,top
"D9","LED","LED_0805_2012Metric",126.892700,-202.620600,0.000000,top
"D9","LED","LED_0805_2012Metric",126.892700,-132.807400,0.000000,top
"D9","LED","LED_0805_2012Metric",170.107300,-47.819000,180.000000,top
"D9","LED","LED_0805_2012Metric",126.892700,-62.994200,0.000000,top
"D9","LED","LED_0805_2012Metric",185.295900,-62.994200,0.000000,top
"D9","LED","LED_0805_2012Metric",185.295900,-132.807400,0.000000,top
"D9","LED","LED_0805_2012Metric",111.704100,-117.632200,180.000000,top
"D9","LED","LED_0805_2012Metric",170.107300,-187.445400,180.000000,top
"D9","LED","LED_0805_2012Metric",185.295900,-202.620600,0.000000,top
"D9","LED","LED_0805_2012Metric",111.704100,-187.445400,180.000000,top
"D9","LED","LED_0805_2012Metric",111.704100,-47.819000,180.000000,top
"D9","LED","LED_0805_2012Metric",170.107300,-117.632200,180.000000,top
"D10","LED","LED_0805_2012Metric",144.392700,-192.870600,180.000000,top
"D10","LED","LED_0805_2012Metric",202.795900,-192.870600,180.000000,top
"D10","LED","LED_0805_2012Metric",152.607300,-197.195400,0.000000,top
"D10","LED","LED_0805_2012Metric",94.204100,-197.195400,0.000000,top
"D10","LED","LED_0805_2012Metric",94.204100,-127.382200,0.000000,top
"D10","LED","LED_0805_2012Metric",94.204100,-57.569000,0.000000,top
"D10","LED","LED_0805_2012Metric",144.392700,-53.244200,180.000000,top
"D10","LED","LED_0805_2012Metric",202.795900,-53.244200,180.000000,top
"D10","LED","LED_0805_2012Metric",144.392700,-123.057400,180.000000,top
"D10","LED","LED_0805_2012Metric",152.607300,-127.382200,0.000000,top
"D10","LED","LED_0805_2012Metric",202.795900,-123.057400,180.000000,top
"D10","LED","LED_0805_2012Metric",152.607300,-57.569000,0.000000,top
"D11","LED","LED_0805_2012Metric",123.392700,-192.870600,0.000000,top
"D11","LED","LED_0805_2012Metric",115.204100,-57.569000,180.000000,top
"D11","LED","LED_0805_2012Metric",181.795900,-123.057400,0.000000,top
"D11","LED","LED_0805_2012Metric",173.607300,-127.382200,180.000000,top
"D11","LED","LED_0805_2012Metric",173.607300,-197.195400,180.000000,top
"D11","LED","LED_0805_2012Metric",115.204100,-127.382200,180.000000,top
"D11","LED","LED_0805_2012Metric",181.795900,-53.244200,0.000000,top
"D11","LED","LED_0805_2012Metric",173.607300,-57.569000,180.000000,top
"D11","LED","LED_0805_2012Metric",181.795900,-192.870600,0.000000,top
"D11","LED","LED_0805_2012Metric",123.392700,-123.057400,0.000000,top
"D11","LED","LED_0805_2012Metric",123.392700,-53.244200,0.000000,top
"D11","LED","LED_0805_2012Metric",115.204100,-197.195400,180.000000,top
"D12","LED","LED_0805_2012Metric",196.670900,-35.383200,180.000000,top
"D12","LED","LED_0805_2012Metric",138.267700,-105.196400,180.000000,top
"D12","LED","LED_0805_2012Metric",100.329100,-145.243200,0.000000,top
"D12","LED","LED_0805_2012Metric",196.670900,-105.196400,180.000000,top
"D12","LED","LED_0805_2012Metric",158.732300,-145.243200,0.000000,top
"D12","LED","LED_0805_2012Metric",138.267700,-35.383200,180.000000,top
"D12","LED","LED_0805_2012Metric",196.670900,-175.009600,180.000000,top
"D12","LED","LED_0805_2012Metric",158.732300,-215.056400,0.000000,top
"D12","LED","LED_0805_2012Metric",138.267700,-175.009600,180.000000,top
"D12","LED","LED_0805_2012Metric",158.732300,-75.430000,0.000000,top
"D12","LED","LED_0805_2012Metric",100.329100,-215.056400,0.000000,top
"D12","LED","LED_0805_2012Metric",100.329100,-75.430000,0.000000,top
"D13","LED","LED_0805_2012Metric",108.954100,-75.430000,180.000000,top
"D13","LED","LED_0805_2012Metric",188.045900,-105.196400,0.000000,top
"D13","LED","LED_0805_2012Metric",108.954100,-145.243200,180.000000,top
"D13","LED","LED_0805_2012Metric",108.954100,-215.056400,180.000000,top
"D13","LED","LED_0805_2012Metric",129.642700,-105.196400,0.000000,top
"D13","LED","LED_0805_2012Metric",167.357300,-145.243200,180.000000,top
"D13","LED","LED_0805_2012Metric",188.045900,-175.009600,0.000000,top
"D13","LED","LED_0805_2012Metric",167.357300,-215.056400,180.000000,top
"D13","LED","LED_0805_2012Metric",129.642700,-35.383200,0.000000,top
"D13","LED","LED_0805_2012Metric",167.357300,-75.430000,180.000000,top
"D13","LED","LED_0805_2012Metric",188.045900,-35.383200,0.000000,top
"D13","LED","LED_0805_2012Metric",129.642700,-175.009600,0.000000,top
"L1","L","L_1008_2520Metric",103.141600,-182.370400,90.000000,top
"L1","L","L_1008_2520Metric",103.141600,-112.557200,90.000000,top
"L1","L","L_1008_2520Metric",161.544800,-112.557200,90.000000,top
"L1","L","L_1008_2520Metric",103.141600,-42.744000,90.000000,top
"L1","L","L_1008_2520Metric",193.858400,-207.695600,-90.000000,top
"L1","L","L_1008_2520Metric",161.544800,-42.744000,90.000000,top
"L1","L","L_1008_2520Metric",135.455200,-137.882400,-90.000000,top
"L1","L","L_1008_2520Metric",193.858400,-137.882400,-90.000000,top
"L1","L","L_1008_2520Metric",135.455200,-207.695600,-90.000000,top
"L1","L","L_1008_2520Metric",135.455200,-68.069200,-90.000000,top
"L1","L","L_1008_2520Metric",193.858400,-68.069200,-90.000000,top
"L1","L","L_1008_2520Metric",161.544800,-182.370400,90.000000,top
"L2","L","L_1008_2520Metric",192.108400,-211.620600,180.000000,top
"L2","L","L_1008_2520Metric",163.294800,-38.819000,0.000000,top
"L2","L","L_1008_2520Metric",163.294800,-108.632200,0.000000,top
"L2","L","L_1008_2520Metric",192.108400,-141.807400,180.000000,top
"L2","L","L_1008_2520Metric",163.294800,-178.445400,0.000000,top
"L2","L","L_1008_2520Metric",104.891600,-178.445400,0.000000,top
"L2","L","L_1008_2520Metric",104.891600,-108.632200,0.000000,top
"L2","L","L_1008_2520Metric",104.891600,-38.819000,0.000000,top
"L2","L","L_1008_2520Metric",133.705200,-211.620600,180.000000,top
"L2","L","L_1008_2520Metric",133.705200,-71.994200,180.000000,top
"L2","L","L_1008_2520Metric",192.108400,-71.994200,180.000000,top
"L2","L","L_1008_2520Metric",133.705200,-141.807400,180.000000,top
"L3","L","L_1008_2520Metric",132.205200,-137.882400,-90.000000,top
"L3","L","L_1008_2520Metric",106.391600,-182.370400,90.000000,top
"L3","L","L_1008_2520Metric",106.391600,-112.557200,90.000000,top
"L3","L","L_1008_2520Metric",164.794800,-42.744000,90.000000,top
"L3","L","L_1008_2520Metric",106.391600,-42.744000,90.000000,top
"L3","L","L_1008_2520Metric",190.608400,-137.882400,-90.000000,top
"L3","L","L_1008_2520Metric",190.608400,-207.695600,-90.000000,top
"L3","L","L_1008_2520Metric",132.205200,-207.695600,-90.000000,top
"L3","L","L_1008_2520Metric",164.794800,-182.370400,90.000000,top
"L3","L","L_1008_2520Metric",190.608400,-68.069200,-90.000000,top
"L3","L","L_1008_2520Metric",164.794800,-112.557200,90.000000,top
"L3","L","L_1008_2520Metric",132.205200,-68.069200,-90.000000,top
"Q1","AO3401A","SOT-23",102.641600,-117.932200,0.000000,top
"Q1","AO3401A","SOT-23",161.044800,-117.932200,0.000000,top
"Q1","AO3401A","SOT-23",102.641600,-187.745400,0.000000,top
"Q1","AO3401A","SOT-23",194.358400,-62.694200,180.000000,top
"Q1","AO3401A","SOT-23",135.955200,-62.694200,180.000000,top
"Q1","AO3401A","SOT-23",135.955200,-132.507400,180.000000,top
"Q1","AO3401A","SOT-23",161.044800,-187.745400,0.000000,top
"Q1","AO3401A","SOT-23",194.358400,-132.507400,180.000000,top
"Q1","AO3401A","SOT-23",102.641600,-48.119000,0.000000,top
"Q1","AO3401A","SOT-23",194.358400,-202.320600,180.000000,top
"Q1","AO3401A","SOT-23",135.955200,-202.320600,180.000000,top
"Q1","AO3401A","SOT-23",161.044800,-48.119000,0.000000,top
"Q2","AO3401A","SOT-23",97.831600,-198.629400,90.000000,top
"Q2","AO3401A","SOT-23",140.765200,-191.436600,-90.000000,top
"Q2","AO3401A","SOT-23",140.765200,-121.623400,-90.000000,top
"Q2","AO3401A","SOT-23",156.234800,-128.816200,90.000000,top
"Q2","AO3401A","SOT-23",140.765200,-51.810200,-90.000000,top
"Q2","AO3401A","SOT-23",199.168400,-51.810200,-90.000000,top
"Q2","AO3401A","SOT-23",156.234800,-59.003000,90.000000,top
"Q2","AO3401A","SOT-23",199.168400,-121.623400,-90.000000,top
"Q2","AO3401A","SOT-23",199.168400,-191.436600,-90.000000,top
"Q2","AO3401A","SOT-23",97.831600,-128.816200,90.000000,top
"Q2","AO3401A","SOT-23",156.234800,-198.629400,90.000000,top
"Q2","AO3401A","SOT-23",97.831600,-59.003000,90.000000,top
"Q3","AO3401A","SOT-23",106.891600,-117.932200,0.000000,top
"Q3","AO3401A","SOT-23",190.108400,-132.507400,180.000000,top
"Q3","AO3401A","SOT-23",165.294800,-117.932200,0.000000,top
"Q3","AO3401A","SOT-23",165.294800,-48.119000,0.000000,top
"Q3","AO3401A","SOT-23",131.705200,-132.507400,180.000000,top
"Q3","AO3401A","SOT-23",190.108400,-62.694200,180.000000,top
"Q3","AO3401A","SOT-23",131.705200,-202.320600,180.000000,top
"Q3","AO3401A","SOT-23",131.705200,-62.694200,180.000000,top
"Q3","AO3401A","SOT-23",190.108400,-202.320600,180.000000,top
"Q3","AO3401A","SOT-23",165.294800,-187.745400,0.000000,top
"Q3","AO3401A","SOT-23",106.891600,-187.745400,0.000000,top
"Q3","AO3401A","SOT-23",106.891600,-48.119000,0.000000,top
"R1","100k","R_0603_1608Metric",140.765200,-186.610600,180.000000,top
"R1","100k","R_0603_1608Metric",156.234800,-203.455400,0.000000,top
"R1","100k","R_0603_1608Metric",97.831600,-203.455400,0.000000,top
"R1","100k","R_0603_1608Metric",199.168400,-46.984200,180.000000,top
"R1","100k","R_0603_1608Metric",140.765200,-116.797400,180.000000,top
"R1","100k","R_0603_1608Metric",156.234800,-133.642200,0.000000,top
"R1","100k","R_0603_1608Metric",97.831600,-63.829000,0.000000,top
"R1","100k","R_0603_1608Metric",97.831600,-133.642200,0.000000,top
"R1","100k","R_0603_1608Metric",199.168400,-186.610600,180.000000,top
"R1","100k","R_0603_1608Metric",199.168400,-116.797400,180.000000,top
"R1","100k","R_0603_1608Metric",156.234800,-63.829000,0.000000,top
"R1","100k","R_0603_1608Metric",140.765200,-46.984200,180.000000,top
"R2","100k","R_0603_1608Metric",140.765200,-188.388600,180.000000,top
"R2","100k","R_0603_1608Metric",97.831600,-201.677400,0.000000,top
"R2","100k","R_0603_1608Metric",199.168400,-118.575400,180.000000,top
"R2","100k","R_0603_1608Metric",199.168400,-48.762200,180.000000,top
"R2","100k","R_0603_1608Metric",156.234800,-131.864200,0.000000,top
